"","id","Nombre_legislador","Provincia","Orientacion","Voto","Genero","Edad","Rango_Edad","Camara","Anio","seats","colour","orden","cantidad_filas","linea_media","government","x","y","row","theta"
"207",207,"Romero,  Jorge Antonio","CORRIENTES","PJ","NEGATIVO","MASCULINO",48,"46-55","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.603013299951555,1.75651773458689,7,1.90149029033066
"208",208,"Rossi,  Agustín","SANTA FE","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","MASCULINO",53,"46-55","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.65587284506697,0.443689791604321,6,0.261799387799149
"209",209,"Rosso,  Victoria","SAN LUIS","OTROS","NEGATIVO","FEMENINO",69,"66-75","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.441452849107068,1.35865216613593,4,1.88495559215388
"210",210,"Ruiz Aragón., José","CORRIENTES","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","MASCULINO",NA,"S/D","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.80031477960161,0.45590161897577,7,0.248020472651826
"211",211,"Russo,  Laura","BUENOS AIRES","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","FEMENINO",60,"56-65","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.25105769074549,0.296506119525994,3,0.232710566932577
"212",212,"Saadi,  Gustavo Arturo","CATAMARCA","PJ","NEGATIVO","MASCULINO",59,"56-65","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.309016994374947,0.951056516295154,1,1.88495559215388
"213",213,"Sahad,  Julio Enrique","LA RIOJA","CAMBIEMOS","NEGATIVO","MASCULINO",52,"46-55","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.589510348821808,1.91114561157228,8,1.86999562713678
"214",214,"Salvarezza,  Roberto","BUENOS AIRES","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","MASCULINO",44,"36-45","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.94985582436365,0.445041867912629,8,0.224399475256414
"215",215,"Santillán,  Walter Marcelo","TUCUMÁN","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","MASCULINO",40,"36-45","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.39735371533401,0.297016701168228,4,0.20943951023932
"216",216,"Sapag,  Alma Liliana","NEUQUÉN","OTROS","NEGATIVO","FEMENINO",NA,"S/D","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.456161635685583,1.50376338472204,5,1.86532063806894
"217",217,"Scaglia,  Gisela","SANTA FE","CAMBIEMOS","NEGATIVO","FEMENINO",58,"56-65","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.368747013485687,1.23170080154849,3,1.86168453546062
"218",218,"Schlereth,  David Pablo","NEUQUÉN","CAMBIEMOS","NEGATIVO","MASCULINO",57,"56-65","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.443689791604321,1.65587284506697,6,1.83259571459405
"219",219,"Schmidt Liermann, Cornelia","C.A.B.A.","CAMBIEMOS","NEGATIVO","FEMENINO",NA,"S/D","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.45590161897577,1.80031477960161,7,1.81881679944672
"220",220,"Scioli,  Daniel","BUENOS AIRES","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","MASCULINO",68,"66-75","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.54123401206222,0.306570506025344,5,0.196349540849362
"221",221,"Selva., Carlos Américo","BUENOS AIRES","MASSISMO Y ALIADOS","NEGATIVO","MASCULINO",46,"46-55","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.445041867912629,1.94985582436365,8,1.79519580205131
"222",222,"Sierra,  Magdalena","BUENOS AIRES","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","FEMENINO",62,"56-65","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.68824186230664,0.297682590286166,6,0.174532925199433
"223",223,"Siley,  Vanesa","BUENOS AIRES","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","FEMENINO",41,"36-45","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.83181384917648,0.30567566766422,7,0.165346981767884
"224",224,"Snopek., Alejandro Francisco","JUJUY","MASSISMO Y ALIADOS","NEGATIVO","MASCULINO",60,"56-65","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.297016701168227,1.39735371533401,4,1.78023583703422
"225",225,"Solá,  Felipe","BUENOS AIRES","MASSISMO Y ALIADOS","AFIRMATIVO","MASCULINO",57,"56-65","Diputadxs",2018,1,"#8DB994",1,8,128,1,0.987688340595138,0.156434465040231,1,0.15707963267949
"226",226,"Solanas,  Julio Rodolfo","ENTRE RÍOS","KIRCHNERISMO Y ALIADOS","NEGATIVO","MASCULINO",61,"56-65","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.232521157774438,1.11895324306551,2,1.77568280420293
"227",227,"Soraire., Mirta Alicia","TUCUMÁN","KIRCHNERISMO Y ALIADOS","NEGATIVO","FEMENINO",NA,"S/D","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.306570506025344,1.54123401206222,5,1.76714586764426
"228",228,"Soria,  María Emilia","RIO NEGRO","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","FEMENINO",44,"36-45","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.97766165245026,0.298084532352349,8,0.149599650170943
"229",229,"Stefani,  Héctor Antonio","TIERRA DEL FUEGO","CAMBIEMOS","AFIRMATIVO","MASCULINO",NA,"S/D","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.13221250975581,0.155619027538568,2,0.136590984938687
"230",230,"Suarez Lastra,  Facundo","C.A.B.A.","CAMBIEMOS","AFIRMATIVO","MASCULINO",45,"36-45","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.27702074566821,0.14926231816101,3,0.116355283466289
"231",231,"Taboada., Jorge Omar","CHUBUT","PJ","NEGATIVO","MASCULINO",53,"46-55","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.297682590286166,1.68824186230664,6,1.74532925199433
"232",232,"Tailhade., Luis Rodolfo","BUENOS AIRES","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","MASCULINO",NA,"S/D","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.42074556481182,0.149326376096648,4,0.10471975511966
"233",233,"Terada,  Alicia","CHACO","CAMBIEMOS","NEGATIVO","FEMENINO",42,"36-45","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.223261942714625,1.26618139672998,3,1.74532925199433
"234",234,"Tonelli,  Pablo Gabriel","C.A.B.A.","CAMBIEMOS","NEGATIVO","MASCULINO",66,"66-75","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.30567566766422,1.83181384917648,7,1.73614330856278
"235",235,"Torello., Pablo","BUENOS AIRES","CAMBIEMOS","NEGATIVO","MASCULINO",36,"36-45","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.156434465040231,0.987688340595138,1,1.72787595947439
"236",236,"Tundis,  Mirta","BUENOS AIRES","MASSISMO Y ALIADOS","AFIRMATIVO","FEMENINO",NA,"S/D","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.56386171334202,0.154026934803595,5,0.098174770424681
"237",237,"Urroz., Paula Marcela","BUENOS AIRES","CAMBIEMOS","NEGATIVO","FEMENINO",53,"46-55","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.298084532352349,1.97766165245026,8,1.72039597696584
"238",238,"Vallejos,  María Fernanda","BUENOS AIRES","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","FEMENINO",68,"66-75","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.70776233958585,0.149409844710271,6,0.0872664625997165
"239",239,"Vallone,  Andres Alberto","SAN LUIS","PJ","NEGATIVO","MASCULINO",56,"56-65","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.149326376096648,1.42074556481182,4,1.67551608191456
"240",240,"Vázquez,  Juan Benedicto","SANTA CRUZ","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","MASCULINO",46,"46-55","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.85079977272667,0.153361641591474,7,0.0826734908839419
"241",241,"Vera Gonzalez,  Orieta Cecilia","CATAMARCA","CAMBIEMOS","NEGATIVO","FEMENINO",36,"36-45","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.154026934803595,1.56386171334202,5,1.66897109721958
"242",242,"Vigo,  Alejandra María","CÓRDOBA","PJ","ABSTENCION","FEMENINO",34,"25-35","Diputadxs",2018,1,"#cac795",2,8,128,0,1.13717202777969e-16,1.85714285714286,7,1.5707963267949
"243",243,"Villa,  Natalia Soledad","BUENOS AIRES","CAMBIEMOS","NEGATIVO","FEMENINO",46,"46-55","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.149409844710271,1.70776233958585,6,1.65806278939461
"244",244,"Villalonga., Juan Carlos","C.A.B.A.","CAMBIEMOS","AFIRMATIVO","MASCULINO",45,"36-45","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.99440759436236,0.149460187172849,8,0.0747998250854713
"245",245,"Villavicencio., María Teresita","TUCUMÁN","OTROS","AFIRMATIVO","FEMENINO",33,"25-35","Diputadxs",2018,1,"#8DB994",1,8,128,1,2,0,8,0
"246",246,"Volnovich., Luana","BUENOS AIRES","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","FEMENINO",40,"36-45","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.85714285714286,0,7,0
"247",247,"Wechsler., Marcelo","C.A.B.A.","CAMBIEMOS","AFIRMATIVO","MASCULINO",39,"36-45","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.71428571428571,0,6,0
"248",248,"Wellbach,  Ricardo","MISIONES","OTROS","NEGATIVO","MASCULINO",NA,"S/D","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.153361641591474,1.85079977272667,7,1.65346981767884
"249",249,"Wisky., Sergio Javier","RIO NEGRO","CAMBIEMOS","AFIRMATIVO","MASCULINO",54,"46-55","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.57142857142857,0,5,0
"250",250,"Wolff., Waldo Ezequiel","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","MASCULINO",40,"36-45","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.42857142857143,0,4,0
"251",251,"Yasky,  Hugo","BUENOS AIRES","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","MASCULINO",56,"56-65","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.28571428571429,0,3,0
"252",252,"Yedlin,  Pablo Raúl","TUCUMÁN","PJ","AFIRMATIVO","MASCULINO",52,"46-55","Diputadxs",2018,1,"#8DB994",1,8,128,1,1.14285714285714,0,2,0
"253",253,"Zamarbide,  Federico Raùl","MENDOZA","CAMBIEMOS","NEGATIVO","MASCULINO",43,"36-45","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.149460187172849,1.99440759436236,8,1.64559615188037
"254",254,"Zamora,  Claudia","SANTIAGO DEL ESTERO","OTROS","NEGATIVO","FEMENINO",NA,"S/D","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.0779913295596239,1.1401928790749,2,1.63909181926424
"255",255,"Ziliotto., Sergio Raúl","LA PAMPA","PJ","AFIRMATIVO","MASCULINO",41,"36-45","Diputadxs",2018,1,"#8DB994",1,8,128,1,1,0,1,0
"256",256,"Zottos,  Miguel Andrés Costas","SALTA","PJ","NEGATIVO","MASCULINO",65,"56-65","Diputadxs",2018,1,"#EA7B77",4,8,128,0,-0.0747576371706117,1.28353906063449,3,1.62897396852804
"257",257,"Aguilar., Eduardo Alberto","CHACO","PJ","AFIRMATIVO","MASCULINO",47,"46-55","Senadorxs",2018,1,"#8DB994",1,4,36,0,0.409142478567999,1.61566710989888,3,1.32277585414307
"258",258,"Almirón., Ana Claudia","CORRIENTES","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","FEMENINO",34,"25-35","Senadorxs",2018,1,"#8DB994",1,4,36,0,0.412022659166597,1.2680753550602,2,1.25663706143592
"259",259,"Alperovich., José","TUCUMÁN","PJ","NEGATIVO","MASCULINO",63,"56-65","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-2,2.44929359829471e-16,4,3.14159265358979
"260",260,"Basualdo., Roberto Gustavo","SAN JUAN","CAMBIEMOS","NEGATIVO","MASCULINO",61,"56-65","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.66666666666667,2.04107799857892e-16,3,3.14159265358979
"261",261,"Blas., Inés Imelda","CATAMARCA","PJ","NEGATIVO","FEMENINO",59,"56-65","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.33333333333333,1.63286239886314e-16,2,3.14159265358979
"262",262,"Boyadjian., Miriam Ruth","TIERRA DEL FUEGO","CAMBIEMOS","NEGATIVO","FEMENINO",52,"46-55","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1,1.22464679914735e-16,1,3.14159265358979
"263",263,"Braillard Poccard., Néstor Pedro","CORRIENTES","CAMBIEMOS","NEGATIVO","MASCULINO",64,"56-65","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.98137189207266,0.272333298192493,4,3.00500166865111
"264",264,"Brizuela Y Doria De Cara,  Olga Inés","LA RIOJA","CAMBIEMOS","NEGATIVO","FEMENINO",47,"46-55","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.6439355056712,0.274324317134557,3,2.97624567182191
"265",265,"Bullrich,  Esteban José","BUENOS AIRES","CAMBIEMOS","NEGATIVO","MASCULINO",49,"46-55","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.30419680097841,0.277215587757013,2,2.93215314335047
"266",266,"Caserio.,  Carlos Alberto","CÓRDOBA","PJ","AFIRMATIVO","MASCULINO",68,"66-75","Senadorxs",2018,1,"#8DB994",1,4,36,0,0.669759224341973,1.88452184423764,4,1.22931886444818
"267",267,"Castillo., Oscar Aníbal","CATAMARCA","CAMBIEMOS","AFIRMATIVO","MASCULINO",64,"56-65","Senadorxs",2018,1,"#8DB994",1,4,36,0,0.669492374421616,1.52628887775843,3,1.15742887237519
"268",268,"Catalan Magni.,  Julio César","TIERRA DEL FUEGO","PJ","AFIRMATIVO","MASCULINO",50,"46-55","Senadorxs",2018,1,"#8DB994",1,4,36,0,0.415415013001886,0.909631995354518,1,1.14239732857811
"269",269,"Catalfamo,  Eugenia","SAN LUIS","OTROS","AUSENTE","FEMENINO",31,"25-35","Senadorxs",2018,1,"#3f3f3f",3,4,36,0,0.139371284356872,1.32602919382436,2,1.46607657167524
"270",270,"Closs., Maurice Fabián","MISIONES","OTROS","NEGATIVO","MASCULINO",47,"46-55","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.9258345746956,0.539593542314049,4,2.86841068371242
"271",271,"Cobos.,  Julio César Cleto","MENDOZA","CAMBIEMOS","NEGATIVO","MASCULINO",63,"56-65","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.959492973614497,0.28173255684143,1,2.85599332144527
"272",272,"Costa,  Eduardo Raúl","SANTA CRUZ","CAMBIEMOS","AFIRMATIVO","MASCULINO",57,"56-65","Senadorxs",2018,1,"#8DB994",1,4,36,0,0.920130075462304,1.77577043680475,4,1.09272787950949
"273",273,"Crexell., Carmen Lucila","NEUQUÉN","OTROS","ABSTENCION","FEMENINO",46,"46-55","Senadorxs",2018,1,"#cac795",2,4,36,0,0.142314838273285,0.989821441880933,1,1.42799666072263
"274",274,"De Ángeli., Alfredo Luis","ENTRE RÍOS","CAMBIEMOS","NEGATIVO","MASCULINO",62,"56-65","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.57636206950106,0.541165782007806,3,2.81089869005403
"275",275,"Durango., Norma","LA PAMPA","PJ","AFIRMATIVO","FEMENINO",66,"66-75","Senadorxs",2018,1,"#8DB994",1,4,36,0,0.666666666666667,1.15470053837925,2,1.0471975511966
"276",276,"Elías De Perez., Silvia Beatríz","TUCUMÁN","CAMBIEMOS","NEGATIVO","FEMENINO",54,"46-55","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.83442260301091,0.796802179692484,4,2.73181969877373
"277",277,"Espínola., Carlos","CORRIENTES","PJ","NEGATIVO","MASCULINO",47,"46-55","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.21806061019013,0.542315524101067,2,2.72271363311115
"278",278,"Fernández De Kirchner,  Cristina","BUENOS AIRES","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","FEMENINO",65,"56-65","Senadorxs",2018,1,"#8DB994",1,4,36,0,0.911580263537378,1.39527746377088,3,0.992081890607303
"279",279,"Fernández Sagasti.,  Anabel","MENDOZA","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","FEMENINO",34,"25-35","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.15336064422973,1.63393978602088,4,0.956136894570807
"280",280,"Fiad,  Mario R.","JUJUY","CAMBIEMOS","NEGATIVO","MASCULINO",61,"56-65","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.46578958534415,0.793245655061789,3,2.64555170828614
"281",281,"Fiore Viñuales.,  María Cristina Del Valle","SALTA","OTROS","NEGATIVO","FEMENINO",44,"36-45","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.70883880909298,1.03916790007087,4,2.59522871383505
"282",282,"Fuentes., Marcelo Jorge","NEUQUÉN","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","MASCULINO",70,"66-75","Senadorxs",2018,1,"#8DB994",1,4,36,0,0.654860733945285,0.755749574354258,1,0.85679799643358
"283",283,"Garcia Larraburu.,  Silvina Marcela","RIO NEGRO","KIRCHNERISMO Y ALIADOS","NEGATIVO","FEMENINO",49,"46-55","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.841253532831181,0.540640817455598,1,2.57039398930074
"284",284,"Giacoppo., Silvia Del Rosario","JUJUY","CAMBIEMOS","NEGATIVO","FEMENINO",59,"56-65","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.07868932583326,0.783713669723298,2,2.51327412287183
"285",285,"González,  Gladys Esther","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","FEMENINO",45,"36-45","Senadorxs",2018,1,"#8DB994",1,4,36,0,0.892174141811811,0.990859767303192,2,0.837758040957278
"286",286,"González,  María Teresa Margarita","FORMOSA","PJ","NEGATIVO","FEMENINO",57,"56-65","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.31523418232732,1.02368785448278,3,2.48020472651826
"287",287,"Gonzalez.,  Nancy Susana","CHUBUT","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","FEMENINO",57,"56-65","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.12880261937624,1.22620651778855,3,0.826734908839419
"288",288,"Guastavino., Pedro Guillermo Ángel","ENTRE RÍOS","PJ","AFIRMATIVO","MASCULINO",64,"56-65","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.36510628643731,1.46167192855625,4,0.81954590963212
"289",289,"Ianni,  Ana María","SANTA CRUZ","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","FEMENINO",49,"46-55","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.55142258140884,1.26217588865211,4,0.682954924693433
"290",290,"Iturrez De Cappellini.	, Ada Rosa Del Valle","SANTIAGO DEL ESTERO","OTROS","NEGATIVO","FEMENINO",72,"66-75","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.55142258140884,1.26217588865211,4,2.45863772889636
"291",291,"Kunath., Sigrid Elisabeth","ENTRE RÍOS","PJ","AFIRMATIVO","FEMENINO",49,"46-55","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.31523418232732,1.02368785448278,3,0.661387927071535
"292",292,"López Valverde,  Cristina","SAN JUAN","PJ","NEGATIVO","FEMENINO",59,"56-65","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.36510628643731,1.46167192855625,4,2.32204674395767
"293",293,"Lovera., Daniel Aníbal","LA PAMPA","PJ","AFIRMATIVO","MASCULINO",53,"46-55","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.07868932583326,0.783713669723297,2,0.628318530717959
"294",294,"Luenzo., Alfredo Héctor","CHUBUT","PJ","AFIRMATIVO","MASCULINO",61,"56-65","Senadorxs",2018,1,"#8DB994",1,4,36,0,0.841253532831181,0.540640817455598,1,0.571198664289053
"295",295,"Marino., Juan Carlos","LA PAMPA","CAMBIEMOS","NEGATIVO","MASCULINO",55,"46-55","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.12880261937623,1.22620651778855,3,2.31485774475037
"296",296,"Martínez,  Julio","LA RIOJA","CAMBIEMOS","NEGATIVO","MASCULINO",56,"56-65","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.892174141811811,0.990859767303193,2,2.30383461263251
"297",297,"Martínez.,  Ernesto Félix","CÓRDOBA","CAMBIEMOS","AFIRMATIVO","MASCULINO",62,"56-65","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.70883880909298,1.03916790007087,4,0.546363939754747
"298",298,"Mayans., José Miguel Ángel","FORMOSA","PJ","NEGATIVO","MASCULINO",61,"56-65","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.654860733945285,0.755749574354258,1,2.28479465715621
"299",299,"Menem., Carlos Saúl","LA RIOJA","PJ","NEGATIVO","MASCULINO",88,"86 o más","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-1.15336064422973,1.63393978602088,4,2.18545575901899
"300",300,"Mera.,  Dalmacio","CATAMARCA","PJ","NEGATIVO","MASCULINO",48,"46-55","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.911580263537378,1.39527746377088,3,2.14951076298249
"301",301,"Mirkin.,  Beatriz Graciela","TUCUMÁN","PJ","AFIRMATIVO","FEMENINO",63,"56-65","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.46578958534415,0.793245655061789,3,0.496040945303652
"302",302,"Montenegro., Gerardo Antenor","SANTIAGO DEL ESTERO","OTROS","NEGATIVO","MASCULINO",58,"56-65","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.666666666666666,1.15470053837925,2,2.0943951023932
"303",303,"Odarda., María Magdalena","RIO NEGRO","OTROS","AFIRMATIVO","FEMENINO",52,"46-55","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.21806061019013,0.542315524101067,2,0.418879020478639
"304",304,"Ojeda., José Anatolio","TIERRA DEL FUEGO","PJ","AFIRMATIVO","MASCULINO",56,"56-65","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.83442260301091,0.796802179692483,4,0.40977295481606
"305",305,"Pais.,  Juan Mario","CHUBUT","PJ","AFIRMATIVO","MASCULINO",67,"66-75","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.57636206950106,0.541165782007806,3,0.330693963535768
"306",306,"Pereyra., Guillermo Juan","NEUQUÉN","OTROS","AFIRMATIVO","MASCULINO",75,"66-75","Senadorxs",2018,1,"#8DB994",1,4,36,0,0.959492973614497,0.28173255684143,1,0.285599332144527
"307",307,"Perotti.,  Omar Ángel","SANTA FE","PJ","ABSTENCION","MASCULINO",59,"56-65","Senadorxs",2018,1,"#cac795",2,4,36,0,0.406912026105268,1.95816817536465,4,1.36590984938687
"308",308,"Petcoff Naidenoff., Luis Carlos","FORMOSA","CAMBIEMOS","AFIRMATIVO","MASCULINO",51,"46-55","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.9258345746956,0.539593542314049,4,0.273181969877373
"309",309,"Pichetto., Miguel Ángel","RIO NEGRO","PJ","AFIRMATIVO","MASCULINO",68,"66-75","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.30419680097841,0.277215587757012,2,0.20943951023932
"310",310,"Pilatti Vergara.,  María Inés","CHACO","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","FEMENINO",60,"56-65","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.6439355056712,0.274324317134556,3,0.165346981767884
"311",311,"Pinedo.,  Federico","C.A.B.A.","CAMBIEMOS","NEGATIVO","MASCULINO",62,"56-65","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.920130075462304,1.77577043680475,4,2.0488647740803
"312",312,"Poggi,  Claudio","SAN LUIS","CAMBIEMOS","NEGATIVO","MASCULINO",55,"46-55","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.415415013001886,0.909631995354518,1,1.99919532501169
"313",313,"Porcel De Riccobelli,  Blanca","SANTIAGO DEL ESTERO","OTROS","NEGATIVO","FEMENINO",75,"66-75","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.669492374421615,1.52628887775843,3,1.98416378121461
"314",314,"Reutemann., Carlos Alberto","SANTA FE","OTROS","NEGATIVO","MASCULINO",76,"76-85","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.669759224341972,1.88452184423764,4,1.91227378914161
"315",315,"Rodríguez Machado., Laura Elena","CÓRDOBA","CAMBIEMOS","AFIRMATIVO","FEMENINO",53,"46-55","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.98137189207266,0.272333298192493,4,0.136590984938687
"316",316,"Rodríguez Saá., Adolfo","SAN LUIS","OTROS","NEGATIVO","MASCULINO",71,"66-75","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.412022659166596,1.2680753550602,2,1.88495559215388
"317",317,"Romero., Juan Carlos","SALTA","OTROS","NEGATIVO","MASCULINO",68,"66-75","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.409142478567999,1.61566710989888,3,1.81881679944672
"318",318,"Rozas.,  Ángel","CHACO","CAMBIEMOS","NEGATIVO","MASCULINO",68,"66-75","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.406912026105267,1.95816817536465,4,1.77568280420293
"319",319,"Sacnun., Ángeles","SANTA FE","KIRCHNERISMO Y ALIADOS","AFIRMATIVO","FEMENINO",48,"46-55","Senadorxs",2018,1,"#8DB994",1,4,36,0,2,0,4,0
"320",320,"Schiavoni,  Humberto","MISIONES","CAMBIEMOS","AFIRMATIVO","MASCULINO",60,"56-65","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.66666666666667,0,3,0
"321",321,"Snopek., Guillermo","JUJUY","PJ","NEGATIVO","MASCULINO",43,"36-45","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.142314838273285,0.989821441880933,1,1.71359599286716
"322",322,"Solanas.,  Fernando Ezequiel","C.A.B.A.","OTROS","AFIRMATIVO","MASCULINO",82,"76-85","Senadorxs",2018,1,"#8DB994",1,4,36,0,1.33333333333333,0,2,0
"323",323,"Solari Quintana,  Magdalena","MISIONES","OTROS","NEGATIVO","FEMENINO",50,"46-55","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.139371284356871,1.32602919382436,2,1.67551608191456
"324",324,"Tapia,  María Bélen","SANTA CRUZ","CAMBIEMOS","NEGATIVO","FEMENINO",45,"36-45","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.137632242453887,1.66097415501112,3,1.65346981767884
"325",325,"Uñac,  José Rubén.","SAN JUAN","PJ","NEGATIVO","MASCULINO",54,"46-55","Senadorxs",2018,1,"#EA7B77",4,4,36,1,-0.136484826729342,1.99533753838108,4,1.63909181926424
"326",326,"Urtubey., Rodolfo Julio","SALTA","PJ","NEGATIVO","MASCULINO",49,"46-55","Senadorxs",2018,1,"#EA7B77",4,4,36,1,0.136484826729342,1.99533753838108,4,1.50250083432555
"327",327,"Varela., Marta","C.A.B.A.","CAMBIEMOS","NEGATIVO","FEMENINO",68,"66-75","Senadorxs",2018,1,"#EA7B77",4,4,36,1,0.137632242453887,1.66097415501112,3,1.48812283591095
