"","id","Nombre_legislador","Provincia","Orientacion","Voto","Genero","Edad","Rango_Edad","Camara","Anio","seats","colour","orden","cantidad_filas","linea_media","government","x","y","row","theta"
"328",328,"Verasay., Pamela Fernanda","MENDOZA","CAMBIEMOS","AFIRMATIVO","FEMENINO",38,"36-45","Senadorxs",2018,1,"#8DB994",1,4,36,0,1,0,1,0
"329",329,"Abdala De Matarazzo,  Norma Amanda","SANTIAGO DEL ESTERO","KIRCHNERISMO/PJ","NEGATIVO","FEMENINO",72,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-2,2.44929359829471e-16,8,3.14159265358979
"330",330,"Aguirre.,  Hilda Clelia","LA RIOJA","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",60,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.22464679914735e-16,2,8,1.5707963267949
"331",331,"Aicega,  Juan","BUENOS AIRES","CAMBIEMOS","NEGATIVO","MASCULINO",57,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.85714285714286,2.27434405555937e-16,7,3.14159265358979
"332",332,"Alderete,  Juan Carlos","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",68,"66-75","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.13717202777969e-16,1.85714285714286,7,1.5707963267949
"333",333,"Allende,  Walberto Enrique","SAN JUAN","KIRCHNERISMO/PJ","NEGATIVO","MASCULINO",65,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.71428571428571,2.09939451282403e-16,6,3.14159265358979
"334",334,"Alume Sbodio,  Karim Augusto","SAN LUIS","KIRCHNERISMO/PJ","NEGATIVO","MASCULINO",39,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.57142857142857,1.9244449700887e-16,5,3.14159265358979
"335",335,"Alvarez Rodriguez.,  Cristina","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",51,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.04969725641202e-16,1.71428571428571,6,1.5707963267949
"336",336,"Álvarez,  Felipe","LA RIOJA","CAMBIEMOS","NEGATIVO","MASCULINO",40,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.42857142857143,1.74949542735336e-16,4,3.14159265358979
"337",337,"Amaya,  Domingo","TUCUMÁN","CAMBIEMOS","NEGATIVO","MASCULINO",62,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.28571428571429,1.57454588461803e-16,3,3.14159265358979
"338",338,"Angelini,  Federico","SANTA FE","CAMBIEMOS","NEGATIVO","MASCULINO",43,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.14285714285714,1.39959634188269e-16,2,3.14159265358979
"339",339,"Ansaloni,  Pablo Miguel","BUENOS AIRES","OTROS","NEGATIVO","MASCULINO",49,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1,1.22464679914735e-16,1,3.14159265358979
"340",340,"Aparicio,  Alicia Noemi","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",66,"66-75","Diputadxs",2020,1,"#8DB994",1,8,128,1,9.62222485044349e-17,1.57142857142857,5,1.5707963267949
"341",341,"Arce,  Mario Horacio","FORMOSA","CAMBIEMOS","NEGATIVO","MASCULINO",45,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.99440759436236,0.149460187172848,8,3.06679282850432
"342",342,"Ascarate,  Lidia","TUCUMÁN","CAMBIEMOS","NEGATIVO","FEMENINO",69,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.85079977272667,0.153361641591475,7,3.05891916270585
"343",343,"Asseff,  Alberto Emilio","BUENOS AIRES","CAMBIEMOS","NEGATIVO","MASCULINO",78,"76-85","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.70776233958585,0.149409844710271,6,3.05432619099008
"344",344,"Austin., Brenda","CÓRDOBA","CAMBIEMOS","AFIRMATIVO","FEMENINO",39,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,8.74747713676681e-17,1.42857142857143,4,1.5707963267949
"345",345,"Ávila,  Beatriz Luisa","TUCUMÁN","OTROS","NEGATIVO","FEMENINO",54,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.56386171334202,0.154026934803596,5,3.04341788316511
"346",346,"Ayala,  Aida Beatriz Máxima","CHACO","CAMBIEMOS","NEGATIVO","FEMENINO",67,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.42074556481182,0.149326376096648,4,3.03687289847013
"347",347,"Baldassi,  Héctor","CÓRDOBA","CAMBIEMOS","NEGATIVO","MASCULINO",54,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.27702074566821,0.14926231816101,3,3.0252373701235
"348",348,"Banfi., Karina Verónica","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","FEMENINO",48,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,6.12323399573677e-17,1,1,1.5707963267949
"349",349,"Bárbaro,  Hector Orlando","MISIONES","KIRCHNERISMO/PJ","ABSTENCION","MASCULINO",57,"56-65","Diputadxs",2020,1,"#cac795",2,8,128,0,-0.154026934803595,1.56386171334202,5,1.66897109721958
"350",350,"Bazze,  Miguel Ángel","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","MASCULINO",65,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.0747576371706119,1.28353906063449,3,1.51261868506175
"351",351,"Benedetti,  Atilio Francisco Salvador","ENTRE RÍOS","CAMBIEMOS","AFIRMATIVO","MASCULINO",65,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.077991329559624,1.1401928790749,2,1.50250083432555
"352",352,"Berhongaray,  Martin Antonio","LA PAMPA","CAMBIEMOS","NEGATIVO","MASCULINO",42,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.13221250975581,0.155619027538568,2,3.00500166865111
"353",353,"Berisso,  Hernán","BUENOS AIRES","CAMBIEMOS","NEGATIVO","MASCULINO",50,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.97766165245026,0.298084532352348,8,2.99199300341885
"354",354,"Bermejo,  Alejandro Daniel","MENDOZA","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",57,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.149460187172848,1.99440759436236,8,1.49599650170943
"355",355,"Bernazza,  Claudia Alicia","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",60,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.153361641591474,1.85079977272667,7,1.48812283591095
"356",356,"Bertone,  Rosana Andrea","TIERRA DEL FUEGO","KIRCHNERISMO/PJ","NEGATIVO","FEMENINO",48,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.987688340595138,0.156434465040231,1,2.9845130209103
"357",357,"Bogdanich,  Esteban Mateo","SANTA FE","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",63,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.149409844710271,1.70776233958585,6,1.48352986419518
"358",358,"Bormioli,  Lisandro","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",45,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.154026934803595,1.56386171334202,5,1.47262155637022
"359",359,"Brambilla,  Sofía","CORRIENTES","CAMBIEMOS","NEGATIVO","FEMENINO",40,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.83181384917648,0.30567566766422,7,2.97624567182191
"360",360,"Brawer,  Mara","C.A.B.A.","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",58,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.149326376096648,1.42074556481182,4,1.46607657167524
"361",361,"Britez., María Cristina","MISIONES","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",39,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.298084532352349,1.97766165245026,8,1.42119667662395
"362",362,"Brizuela Del Moral,  Eduardo Segundo","CATAMARCA","CAMBIEMOS","NEGATIVO","MASCULINO",76,"76-85","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.68824186230664,0.297682590286167,6,2.96705972839036
"363",363,"Brue,  Daniel Agustín","SANTIAGO DEL ESTERO","KIRCHNERISMO/PJ","NEGATIVO","MASCULINO",56,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.54123401206222,0.306570506025345,5,2.94524311274043
"364",364,"Bucca,  Eduardo","BUENOS AIRES","CONSENSO FEDERAL / PJ NO K","AFIRMATIVO","MASCULINO",41,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.156434465040231,0.987688340595138,1,1.41371669411541
"365",365,"Burgos,  María Gabriela","JUJUY","CAMBIEMOS","NEGATIVO","FEMENINO",49,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.39735371533401,0.297016701168228,4,2.93215314335047
"366",366,"Buryaile,  Ricardo","FORMOSA","CAMBIEMOS","NEGATIVO","MASCULINO",50,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.94985582436365,0.445041867912629,8,2.91719317833338
"367",367,"Cacace,  Alejandro","SAN LUIS","CAMBIEMOS","AFIRMATIVO","MASCULINO",35,"25-35","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.30567566766422,1.83181384917648,7,1.40544934502701
"368",368,"Cáceres,  Adriana Cintia","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","FEMENINO",38,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.297682590286166,1.68824186230664,6,1.39626340159546
"369",369,"Cáceres,  Eduardo","SAN JUAN","CAMBIEMOS","AUSENTE","MASCULINO",45,"36-45","Diputadxs",2020,1,"#3f3f3f",3,8,128,0,-0.298084532352349,1.97766165245026,8,1.72039597696584
"370",370,"Caliva,  Lia Veronica","SALTA","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",43,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.223261942714625,1.26618139672998,3,1.39626340159546
"371",371,"Camaño,  Graciela","BUENOS AIRES","CONSENSO FEDERAL / PJ NO K","NEGATIVO","FEMENINO",67,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.25105769074549,0.296506119525995,3,2.90888208665722
"372",372,"Campagnoli,  Marcela","BUENOS AIRES","CAMBIEMOS","NEGATIVO","FEMENINO",63,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.80031477960161,0.45590161897577,7,2.89357218093797
"373",373,"Campos,  Javier","BUENOS AIRES","CAMBIEMOS","NEGATIVO","MASCULINO",62,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.65587284506697,0.443689791604322,6,2.87979326579064
"374",374,"Cano,  José Manuel","TUCUMÁN","CAMBIEMOS","NEGATIVO","MASCULINO",55,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.10047689982606,0.308339167036599,2,2.86841068371242
"375",375,"Cantard,  Albor Angel","SANTA FE","CAMBIEMOS","AFIRMATIVO","MASCULINO",59,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.306570506025344,1.54123401206222,5,1.37444678594553
"376",376,"Caparrós,  Mabel Luisa","TIERRA DEL FUEGO","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",64,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.232521157774439,1.11895324306551,2,1.36590984938687
"377",377,"Carambia,  Antonio José","SANTA CRUZ","OTROS","NEGATIVO","MASCULINO",38,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.50376338472204,0.456161635685584,5,2.84706834231575
"378",378,"Carnaghi,  Guillermo Oscar","NEUQUÉN","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",46,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.297016701168228,1.39735371533401,4,1.36135681655558
"379",379,"Carrizo,  Ana Carla","C.A.B.A.","CAMBIEMOS","AFIRMATIVO","FEMENINO",54,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.445041867912629,1.94985582436365,8,1.34639685153848
"380",380,"Carrizo,  Nilda Mabel","TUCUMÁN","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",41,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.45590161897577,1.80031477960161,7,1.32277585414307
"381",381,"Carrizo,  Soledad","CÓRDOBA","CAMBIEMOS","NEGATIVO","FEMENINO",43,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.91114561157228,0.589510348821808,8,2.84239335324791
"382",382,"Carro,  Pablo","CÓRDOBA","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",55,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.443689791604321,1.65587284506697,6,1.30899693899575
"383",383,"Casaretto,  Marcelo Pablo","ENTRE RÍOS","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",53,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.368747013485688,1.23170080154849,3,1.27990811812917
"384",384,"Casas,  Sergio Guillermo","LA RIOJA","KIRCHNERISMO/PJ","NEGATIVO","MASCULINO",55,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.35865216613593,0.441452849107068,4,2.82743338823081
"385",385,"Caselles.,  Graciela María","SAN JUAN","KIRCHNERISMO/PJ","NEGATIVO","FEMENINO",54,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.951056516295154,0.309016994374948,1,2.82743338823081
"386",386,"Cassinerio,  Paulo Leonardo","CÓRDOBA","CONSENSO FEDERAL / PJ NO K","NEGATIVO","MASCULINO",41,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.75651773458689,0.603013299951555,7,2.81089869005403
"387",387,"Castets,  Laura Carolina","SANTA FE","CAMBIEMOS","NEGATIVO","FEMENINO",47,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.61090163563299,0.586320245701147,6,2.79252680319093
"388",388,"Cerruti,  Gabriela","C.A.B.A.","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",55,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.456161635685584,1.50376338472204,5,1.27627201552085
"389",389,"Cipolini,  Gerardo","CHACO","CAMBIEMOS","NEGATIVO","MASCULINO",73,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.20817622672474,0.43974018427586,3,2.79252680319093
"390",390,"Cisneros,  Carlos Anibal","TUCUMÁN","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",58,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.589510348821808,1.91114561157228,8,1.27159702645301
"391",391,"Cleri,  Marcos","SANTA FE","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",38,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.441452849107068,1.35865216613593,4,1.25663706143592
"392",392,"Contigiani,  Luis Gustavo","SANTA FE","CONSENSO FEDERAL / PJ NO K","NEGATIVO","MASCULINO",48,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.86174749728841,0.73068204873279,8,2.76759352816244
"393",393,"Cornejo,  Alfredo Victor","MENDOZA","CAMBIEMOS","ABSTENCION","MASCULINO",58,"56-65","Diputadxs",2020,1,"#cac795",2,8,128,0,-0.149409844710271,1.70776233958585,6,1.65806278939461
"394",394,"Cornejo,  Virginia Maria","SALTA","CAMBIEMOS","NEGATIVO","FEMENINO",69,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.45181069394631,0.601359679430855,5,2.74889357189107
"395",395,"Corpacci,  Lucia","CATAMARCA","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",61,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.309016994374947,0.951056516295154,1,1.25663706143592
"396",396,"Correa,  Walter","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",56,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.603013299951555,1.75651773458689,7,1.24010236325913
"397",397,"Crescimbeni,  Camila","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","MASCULINO",30,"25-35","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.382719556766841,1.07686962527865,2,1.22931886444818
"398",398,"Cresto,  Mayda","ENTRE RÍOS","KIRCHNERISMO/PJ","NEGATIVO","FEMENINO",48,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.0482414874348,0.455315531252848,2,2.73181969877373
"399",399,"Daives,  Ricardo Daniel","SANTIAGO DEL ESTERO","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",70,"66-75","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.586320245701146,1.61090163563299,6,1.22173047639603
"400",400,"Daldovo,  Nelly Ramona","FORMOSA","KIRCHNERISMO/PJ","NEGATIVO","FEMENINO",71,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.70072189235939,0.74600578864123,7,2.72822519917008
"401",401,"De Lamadrid,  Alvaro Héctor","C.A.B.A.","CAMBIEMOS","AFIRMATIVO","MASCULINO",48,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.73068204873279,1.86174749728841,8,1.19679720136754
"402",402,"De Marchi,  Omar Bruno","MENDOZA","CAMBIEMOS","NEGATIVO","MASCULINO",54,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.30506493948943,0.581052347251144,4,2.72271363311115
"403",403,"De Mendiguren,  José Ignacio","BUENOS AIRES","KIRCHNERISMO/PJ","AUSENTE","MASCULINO",70,"66-75","Diputadxs",2020,1,"#3f3f3f",3,8,128,0,-0.149326376096648,1.42074556481182,4,1.67551608191456
"404",404,"Del Caño,  Nicolás","BUENOS AIRES","IZQUIERDA","AFIRMATIVO","MASCULINO",40,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.601359679430855,1.45181069394631,5,1.17809724509617
"405",405,"Del Cerro,  Gonzalo Pedro Antonio","SANTA FE","CAMBIEMOS","AFIRMATIVO","MASCULINO",77,"76-85","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.509245413478916,1.18056356598892,3,1.16355283466289
"406",406,"Delú,  Melina Aida","LA PAMPA","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",58,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.746005788641229,1.70072189235939,7,1.15742887237519
"407",407,"Di Giacomo,  Luis","RIO NEGRO","OTROS","AFIRMATIVO","MASCULINO",44,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.581052347251143,1.30506493948943,4,1.15191730631626
"408",408,"El Sukaria,  Soher","CÓRDOBA","CAMBIEMOS","NEGATIVO","FEMENINO",66,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.55367049206283,0.724488448698342,6,2.70526034059121
"409",409,"Enriquez,  Jorge Ricardo","C.A.B.A.","CAMBIEMOS","NEGATIVO","MASCULINO",45,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.80193773580484,0.867767478235116,8,2.69279370307697
"410",410,"Estevez,  Enrique Eloy","SANTA FE","CONSENSO FEDERAL / PJ NO K","AFIRMATIVO","MASCULINO",73,"66-75","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.724488448698342,1.55367049206283,6,1.13446401379631
"411",411,"Estevez., Gabriela","CÓRDOBA","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",37,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.867767478235116,1.80193773580484,8,1.12199737628207
"412",412,"Fagioli,  Federico","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",29,"25-35","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.453990499739547,0.891006524188368,1,1.09955742875643
"413",413,"Felix,  Omar","MENDOZA","KIRCHNERISMO/PJ","NEGATIVO","MASCULINO",60,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.14895625184439,0.577027517400594,3,2.67617151972464
"414",414,"Fernandez Langan,  Ezequiel","BUENOS AIRES","CAMBIEMOS","NEGATIVO","MASCULINO",42,"36-45","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.891006524188368,0.453990499739547,1,2.67035375555132
"415",415,"Fernandez Patri,  Gustavo Ramiro","FORMOSA","KIRCHNERISMO/PJ","NEGATIVO","MASCULINO",46,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.38587627254741,0.740766300726568,5,2.65071880146639
"416",416,"Fernandez,  Carlos Alberto","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","MASCULINO",61,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.525788614549888,1.01472596388843,2,1.09272787950949
"417",417,"Fernandez,  Eduardo Gabriel","CÓRDOBA","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",68,"66-75","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.740766300726568,1.38587627254741,5,1.07992247467149
"418",418,"Fernandez,  Hector","BUENOS AIRES","KIRCHNERISMO/PJ","NEGATIVO","MASCULINO",64,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.63330839509777,0.883902301354565,7,2.64555170828614
"419",419,"Ferraro,  Maximiliano Carlos Francisco","C.A.B.A.","CAMBIEMOS","AFIRMATIVO","MASCULINO",45,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.883902301354565,1.63330839509777,7,1.07475538149124
"420",420,"Ferreyra,  Daniel Julio","JUJUY","KIRCHNERISMO/PJ","ABSTENCION","MASCULINO",78,"76-85","Diputadxs",2020,1,"#cac795",2,8,128,0,-0.153361641591474,1.85079977272667,7,1.65346981767884
"421",421,"Figueroa,  Alcira Elsa","SALTA","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",61,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,1,1.73205080756888,8,1.0471975511966
"422",422,"Flores,  Danilo Adrián","LA RIOJA","KIRCHNERISMO/PJ","NEGATIVO","MASCULINO",50,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.73205080756888,1,8,2.61799387799149
"423",423,"Flores,  Héctor Toty","BUENOS AIRES","CAMBIEMOS","NEGATIVO","MASCULINO",67,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.48461497791618,0.857142857142857,6,2.61799387799149
"424",424,"Frade,  Monica","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","FEMENINO",62,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.857142857142857,1.48461497791618,6,1.0471975511966
"425",425,"Fregonese,  Alicia","ENTRE RÍOS","CAMBIEMOS","NEGATIVO","FEMENINO",59,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.23717914826348,0.714285714285715,4,2.61799387799149
"426",426,"Frigerio,  Federico","TIERRA DEL FUEGO","CAMBIEMOS","AFIRMATIVO","MASCULINO",33,"25-35","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.714285714285714,1.23717914826348,4,1.0471975511966
"427",427,"Frizza,  Gabriel Alberto","CÓRDOBA","CAMBIEMOS","NEGATIVO","MASCULINO",52,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-0.976479319481701,0.593810228611924,2,2.59522871383505
"428",428,"Gaillard,  Ana Carolina","ENTRE RÍOS","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",39,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.642857142857143,1.11346123343714,3,1.0471975511966
"429",429,"Garcia De Luca,  Sebastian","BUENOS AIRES","CAMBIEMOS","AFIRMATIVO","MASCULINO",40,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.01576086508451,1.5547377453447,7,0.992081890607303
"430",430,"Garcia,  Alejandro","C.A.B.A.","CAMBIEMOS","AFIRMATIVO","MASCULINO",53,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.873038937602232,1.30659510504686,5,0.98174770424681
"431",431,"Garcia,  Ximena","SANTA FE","CAMBIEMOS","AFIRMATIVO","FEMENINO",31,"25-35","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.12664011612724,1.65247754863199,8,0.972397726111127
"432",432,"Ginocchio,  Silvana Micaela","CATAMARCA","KIRCHNERISMO/PJ","NEGATIVO","FEMENINO",55,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.5547377453447,1.01576086508451,7,2.5628782174022
"433",433,"Gioja., José Luis","SAN JUAN","KIRCHNERISMO/PJ","NEGATIVO","MASCULINO",71,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.07419861467378,0.706511543233894,3,2.55981623625835
"434",434,"Giordano,  Juan Carlos","BUENOS AIRES","IZQUIERDA","AFIRMATIVO","MASCULINO",58,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.983273890887508,1.40426064735256,6,0.959931088596881
"435",435,"Godoy,  Lucas Javier","SALTA","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",38,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.659063225274134,0.933679877726219,2,0.956136894570807
"436",436,"González,  Josefina Victoria","SANTA FE","KIRCHNERISMO/PJ","AFIRMATIVO","FEMENINO",62,"56-65","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.839693217560676,1.15573856339278,4,0.942477796076938
"437",437,"González,  Pablo Gerardo","SANTA CRUZ","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",54,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.587785252292473,0.809016994374947,1,0.942477796076938
"438",438,"González., Álvaro Gustavo","C.A.B.A.","CAMBIEMOS","NEGATIVO","MASCULINO",52,"46-55","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.30659510504686,0.873038937602232,5,2.55254403104171
"439",439,"Grande,  Martín","SALTA","CAMBIEMOS","NEGATIVO","MASCULINO",61,"56-65","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.65247754863199,1.12664011612724,8,2.54319405290602
"440",440,"Grosso.,  Leonardo","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",37,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.767775332189296,1.03130124782791,3,0.930842267730309
"441",441,"Guevara Olivera,  Alejandro Francisco","SAN JUAN","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",28,"25-35","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.14068075213795,1.46554666030759,7,0.909408399723361
"442",442,"Gutierrez,  Carlos Mario","CÓRDOBA","CONSENSO FEDERAL / PJ NO K","NEGATIVO","MASCULINO",67,"66-75","Diputadxs",2020,1,"#EA7B77",4,8,128,0,-1.40426064735256,0.983273890887508,6,2.53072741539178
"443",443,"Gutiérrez,  Carlos Ramiro","BUENOS AIRES","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",53,"46-55","Diputadxs",2020,1,"#8DB994",1,8,128,1,1.24697960371747,1.56366296493606,8,0.897597901025655
"444",444,"Hagman,  Itai","C.A.B.A.","KIRCHNERISMO/PJ","AFIRMATIVO","MASCULINO",37,"36-45","Diputadxs",2020,1,"#8DB994",1,8,128,1,0.996903732257157,1.21473071242716,5,0.883572933822129
